Exchange Date,Close,Implied Volatility,Delta,Theta,Gamma,Open Interest,Rho,Vega,Strike Price,Days to Maturity,Close_Index,Log Forward Moneyness
2023-06-08,413.6,15.9,-0.6,-0.0,0.0,1.0,-27.1,14.4,4700,316,4297.68,0.061177029515234585
2023-06-08,445.9,15.7,-0.7,-0.0,0.0,0.0,-28.4,14.7,4750,316,4297.68,0.0717591388457714
2023-06-09,583.5,16.2,-0.7,0.1,0.0,0.0,-32.3,12.3,4925,315,4289.79,0.10986594598601374
2023-06-09,488.6,16.0,-0.7,-0.0,0.0,0.0,-29.5,14.9,4800,315,4289.79,0.08415758927580679
2023-06-09,310.1,16.8,-0.5,-0.1,0.0,0.0,-21.7,15.3,4500,315,4289.79,0.01961906813823555
2023-06-09,453.8,16.0,-0.7,-0.0,0.0,0.0,-28.2,14.6,4750,315,4289.79,0.07368628940851134
2023-06-09,645.0,16.5,-0.8,0.1,0.0,0.0,-33.9,12.6,5000,315,4289.79,0.12497958379606187
2023-06-09,563.7,16.2,-0.7,0.1,0.0,0.0,-31.8,12.2,4900,315,4289.79,0.10477687647854254
2023-06-09,390.1,16.3,-0.6,-0.1,0.0,0.0,-25.6,16.4,4650,315,4289.79,0.052408890961226556
2023-06-09,361.4,16.3,-0.6,-0.1,0.0,0.0,-24.3,16.0,4600,315,4289.79,0.04159797485701089
2023-06-09,420.9,16.1,-0.6,-0.0,0.0,1.0,-27.0,14.3,4700,315,4289.79,0.06310418007797455
2023-06-09,525.3,16.1,-0.7,-0.0,0.0,0.0,-30.7,15.2,4850,315,4289.79,0.0945203763113534
2023-06-09,334.9,16.5,-0.5,-0.1,0.0,0.0,-23.0,15.7,4550,315,4289.79,0.030668904324820574
2023-06-12,558.4,15.7,-0.7,0.1,0.0,0.0,-31.8,12.3,4925,312,4316.49,0.10392992180314184
2023-06-12,399.0,15.8,-0.6,-0.0,0.0,1.0,-26.3,14.2,4700,312,4316.49,0.05716815589510266
2023-06-12,431.0,15.6,-0.7,-0.0,0.0,0.0,-27.6,14.6,4750,312,4316.49,0.06775026522563946
2023-06-12,619.3,16.0,-0.8,0.1,0.0,0.0,-33.4,12.6,5000,312,4316.49,0.1190435596131901
2023-06-12,315.9,16.3,-0.5,-0.1,0.0,0.0,-22.2,15.6,4550,312,4316.49,0.02473288014194882
2023-06-12,465.1,15.6,-0.7,-0.0,0.0,0.0,-28.9,14.9,4800,312,4316.49,0.07822156509293492
2023-06-12,341.6,16.0,-0.6,-0.1,0.0,0.0,-23.6,15.9,4600,312,4316.49,0.03566195067413894
2023-06-12,501.1,15.7,-0.7,-0.0,0.0,0.0,-30.1,15.2,4850,312,4316.49,0.08858435212848156
2023-06-12,369.2,15.9,-0.6,-0.1,0.0,0.0,-24.9,16.3,4650,312,4316.49,0.04647286677835463
2023-06-12,538.9,15.7,-0.7,0.1,0.0,0.0,-31.3,12.2,4900,312,4316.49,0.09884085229567073
2023-06-12,291.9,16.6,-0.5,-0.2,0.0,0.0,-20.9,15.2,4500,312,4316.49,0.013683043955363777
2023-06-13,470.4,15.1,-0.7,-0.0,0.0,0.0,-29.6,15.2,4850,311,4347.55,0.08150404512583856
2023-06-13,316.5,15.6,-0.5,-0.1,0.0,0.0,-22.8,15.9,4600,311,4347.55,0.028581643671496043
2023-06-13,292.2,15.9,-0.5,-0.1,0.0,0.0,-21.5,15.5,4550,311,4347.55,0.017652573139305686
2023-06-13,526.9,15.2,-0.7,0.1,0.0,0.0,-31.4,12.3,4925,311,4347.55,0.09684961480049885
2023-06-13,507.6,15.2,-0.7,0.1,0.0,0.0,-30.8,12.2,4900,311,4347.55,0.09176054529302753
2023-06-13,401.8,15.1,-0.6,-0.0,0.0,0.0,-27.0,14.6,4750,311,4347.55,0.06066995822299661
2023-06-13,586.8,15.3,-0.8,0.1,0.0,0.0,-33.0,12.7,5000,311,4347.55,0.11196325261054714
2023-06-13,342.7,15.4,-0.6,-0.1,0.0,0.0,-24.2,16.3,4650,311,4347.55,0.039392559775711544
2023-06-13,435.1,15.0,-0.7,-0.0,0.0,0.0,-28.3,14.9,4800,311,4347.55,0.07114125809029188
2023-06-13,371.0,15.3,-0.6,-0.0,0.0,1.0,-25.6,14.2,4700,311,4347.55,0.05008784889245959
2023-06-13,269.6,16.2,-0.5,-0.2,0.0,0.0,-20.1,16.4,4500,311,4347.55,0.006602736952720843
2023-06-14,416.5,15.0,-0.7,-0.0,0.0,0.0,-27.6,14.8,4800,310,4375.98,0.0647128204487956
2023-06-14,327.8,15.5,-0.6,-0.1,0.0,0.0,-23.5,16.1,4650,310,4375.98,0.032964122134215394
2023-06-14,302.6,15.7,-0.5,-0.1,0.0,0.0,-22.1,15.7,4600,310,4375.98,0.0221532060299998
2023-06-14,384.5,15.2,-0.6,-0.0,0.0,0.0,-26.2,14.4,4750,310,4375.98,0.05424152058150023
2023-06-14,279.2,16.1,-0.5,-0.2,0.0,0.0,-20.7,16.6,4550,310,4375.98,0.011224135497809566
2023-06-14,257.5,16.3,-0.5,-0.2,0.0,0.0,-19.4,16.2,4500,310,4375.98,0.00017429931122440358
2023-06-14,354.9,15.3,-0.6,-0.1,0.0,1.0,-24.9,16.5,4700,310,4375.98,0.04365941125096332
2023-06-14,505.9,15.2,-0.7,0.1,0.0,0.0,-30.7,12.2,4925,310,4375.98,0.09042117715900269
2023-06-14,564.8,15.3,-0.7,0.1,0.0,0.0,-32.4,12.6,5000,310,4375.98,0.10553481496905082
2023-06-14,450.8,15.0,-0.7,-0.0,0.0,0.0,-28.9,15.1,4850,310,4375.98,0.07507560748434215
2023-06-14,487.1,15.2,-0.7,-0.0,0.0,0.0,-30.1,15.4,4900,310,4375.98,0.08533210765153143
2023-06-15,389.5,15.1,-0.6,-0.0,0.0,0.0,-26.4,14.5,4750,309,4365.12,0.05681592402530138
2023-06-15,422.1,15.0,-0.7,-0.0,0.0,0.0,-27.7,14.8,4800,309,4365.12,0.0672872238925967
2023-06-15,282.6,16.0,-0.5,-0.1,0.0,0.0,-20.9,15.4,4550,309,4365.12,0.01379853894161048
2023-06-15,571.9,15.3,-0.8,0.1,0.0,0.0,-32.5,12.6,5000,309,4365.12,0.10810921841285194
2023-06-15,512.5,15.2,-0.7,0.1,0.0,0.0,-30.8,12.3,4925,309,4365.12,0.09299558060280377
2023-06-15,456.8,15.0,-0.7,-0.0,0.0,0.0,-29.0,15.2,4850,309,4365.12,0.0776500109281432
2023-06-15,493.5,15.2,-0.7,-0.0,0.0,0.0,-30.3,15.4,4900,309,4365.12,0.08790651109533244
2023-06-15,359.4,15.3,-0.6,-0.1,0.0,1.0,-25.0,16.5,4700,309,4365.12,0.04623381469476431
2023-06-15,331.9,15.4,-0.6,-0.1,0.0,0.0,-23.6,16.1,4650,309,4365.12,0.03553852557801643
2023-06-15,306.3,15.6,-0.5,-0.1,0.0,0.0,-22.2,15.7,4600,309,4365.12,0.024727609473800885
2023-06-15,260.6,16.2,-0.5,-0.2,0.0,0.0,-19.6,16.3,4500,309,4365.12,0.0027487027550255885
2023-06-16,466.2,14.5,-0.7,0.0,0.0,0.0,-30.0,15.5,4900,308,4394.82,0.08121520579201046
2023-06-16,542.0,14.4,-0.8,0.1,0.0,0.0,-32.5,12.8,5000,308,4394.82,0.10141791310953004
2023-06-16,398.2,14.5,-0.7,-0.0,0.0,0.0,-27.3,14.8,4800,308,4394.82,0.06059591858927486
2023-06-16,267.1,15.8,-0.5,-0.2,0.0,0.0,-20.3,16.5,4550,308,4394.82,0.00710723363828866
2023-06-16,367.6,14.7,-0.6,-0.0,0.0,0.0,-25.9,14.4,4750,308,4394.82,0.0501246187219795
2023-06-16,484.5,14.4,-0.7,0.1,0.0,0.0,-30.7,12.3,4925,308,4394.82,0.08630427529948181
2023-06-16,339.6,14.9,-0.6,-0.1,0.0,1.0,-24.5,16.4,4700,308,4394.82,0.039542509391442604
2023-06-16,289.5,15.4,-0.5,-0.1,0.0,0.0,-21.6,15.6,4600,308,4394.82,0.018036304170478884
2023-06-16,431.1,14.4,-0.7,-0.0,0.0,0.0,-28.7,15.2,4850,308,4394.82,0.0709587056248214
2023-06-16,313.6,15.1,-0.6,-0.1,0.0,0.0,-23.0,16.0,4650,308,4394.82,0.028847220274694472
2023-06-16,246.4,16.0,-0.5,-0.2,0.0,0.0,-19.0,16.2,4500,308,4394.82,-0.00394260254829627
2023-06-19,264.9,16.3,-0.5,-0.2,0.0,0.0,-19.6,16.2,4500,305,4362.38,0.0037349592551344283
2023-06-19,427.9,15.0,-0.7,-0.0,0.0,0.0,-27.6,14.7,4800,305,4362.38,0.06827348039270557
2023-06-19,287.2,16.1,-0.5,-0.1,0.0,0.0,-20.9,15.3,4550,305,4362.38,0.014784795441719506
2023-06-19,364.9,15.4,-0.6,-0.1,0.0,1.0,-25.0,16.4,4700,305,4362.38,0.04722007119487324
2023-06-19,311.2,15.7,-0.5,-0.1,0.0,0.0,-22.2,15.6,4600,305,4362.38,0.02571386597390966
2023-06-19,462.9,15.1,-0.7,-0.0,0.0,0.0,-28.9,15.0,4850,305,4362.38,0.07863626742825225
2023-06-19,499.8,15.2,-0.7,0.1,0.0,0.0,-30.1,12.0,4900,305,4362.38,0.08889276759544125
2023-06-19,337.0,15.5,-0.6,-0.1,0.0,0.0,-23.6,16.0,4650,305,4362.38,0.036524782078125394
2023-06-19,395.2,15.2,-0.6,-0.0,0.0,0.0,-26.3,14.3,4750,305,4362.38,0.05780218052541028
2023-06-19,578.6,15.3,-0.8,0.1,0.0,0.0,-32.4,12.5,5000,305,4362.38,0.10909547491296069
2023-06-19,518.9,15.2,-0.7,0.1,0.0,0.0,-30.7,12.2,4925,305,4362.38,0.09398183710291268
2023-06-20,513.7,15.5,-0.7,0.1,0.0,0.0,-30.2,12.0,4900,304,4343.14,0.09340254780858927
2023-06-20,273.3,16.5,-0.5,-0.2,0.0,0.0,-19.8,16.2,4500,304,4343.14,0.008244739468282419
2023-06-20,296.2,16.2,-0.5,-0.1,0.0,0.0,-21.1,15.3,4550,304,4343.14,0.01929457565486742
2023-06-20,407.1,15.4,-0.6,-0.0,0.0,0.0,-26.5,14.4,4750,304,4343.14,0.06231196073855831
2023-06-20,375.9,15.6,-0.6,-0.0,0.0,1.0,-25.1,14.0,4700,304,4343.14,0.05172985140802135
2023-06-20,533.1,15.5,-0.7,0.1,0.0,0.0,-30.7,12.2,4925,304,4343.14,0.09849161731606065
2023-06-20,593.5,15.7,-0.8,0.1,0.0,0.0,-32.3,12.5,5000,304,4343.14,0.11360525512610876
2023-06-20,320.8,15.8,-0.5,-0.1,0.0,0.0,-22.4,15.7,4600,304,4343.14,0.030223646187057713
2023-06-20,476.2,15.4,-0.7,-0.0,0.0,0.0,-29.0,15.0,4850,304,4343.14,0.08314604764140014
2023-06-20,347.2,15.7,-0.6,-0.1,0.0,0.0,-23.8,16.1,4650,304,4343.14,0.04103456229127337
2023-06-20,440.6,15.3,-0.7,-0.0,0.0,0.0,-27.8,14.7,4800,304,4343.14,0.07278326060585374
2023-06-21,385.8,15.3,-0.6,-0.0,0.0,1.0,-25.6,14.1,4700,303,4322.75,0.0565252554611967
2023-06-21,450.7,15.1,-0.7,-0.0,0.0,0.0,-28.2,14.9,4800,303,4322.75,0.07757866465902893
2023-06-21,486.3,15.1,-0.7,0.1,0.0,0.0,-29.5,11.9,4850,303,4322.75,0.08794145169457547
2023-06-21,417.2,15.1,-0.7,-0.0,0.0,0.0,-26.9,14.5,4750,303,4322.75,0.06710736479173358
2023-06-21,356.5,15.5,-0.6,-0.1,0.0,0.0,-24.2,16.2,4650,303,4322.75,0.04582996634444858
2023-06-21,523.8,15.1,-0.7,0.1,0.0,0.0,-30.7,12.2,4900,303,4322.75,0.09819795186176472
2023-06-21,543.2,15.1,-0.7,0.1,0.0,0.0,-31.2,12.4,4925,303,4322.75,0.10328702136923597
2023-06-21,280.6,16.3,-0.5,-0.1,0.0,0.0,-20.2,15.0,4500,303,4322.75,0.013040143521457876
2023-06-21,304.1,15.9,-0.5,-0.1,0.0,0.0,-21.5,15.4,4550,303,4322.75,0.024089979708042795
2023-06-21,603.9,15.3,-0.8,0.1,0.0,0.0,-32.8,12.7,5000,303,4322.75,0.11840065917928407
2023-06-21,329.4,15.7,-0.6,-0.1,0.0,0.0,-22.9,15.8,4600,303,4322.75,0.03501905024023301
2023-06-22,398.3,15.5,-0.6,-0.0,0.0,1.0,-25.8,14.1,4700,302,4304.47,0.060852600664043466
2023-06-22,465.3,15.4,-0.7,-0.0,0.0,0.0,-28.4,14.8,4800,302,4304.47,0.08190600986187575
2023-06-22,560.2,15.5,-0.8,0.1,0.0,0.0,-31.2,12.3,4925,302,4304.47,0.1076143665720827
2023-06-22,313.7,16.0,-0.5,-0.1,0.0,0.0,-21.8,15.4,4550,302,4304.47,0.028417324910889587
2023-06-22,622.1,15.8,-0.8,0.1,0.0,0.0,-32.7,12.6,5000,302,4304.47,0.12272800438213098
2023-06-22,368.0,15.7,-0.6,-0.1,0.0,0.0,-24.5,16.2,4650,302,4304.47,0.05015731154729543
2023-06-22,430.8,15.4,-0.7,-0.0,0.0,0.0,-27.1,14.5,4750,302,4304.47,0.07143470999458049
2023-06-22,339.8,15.8,-0.6,-0.1,0.0,0.0,-23.1,15.8,4600,302,4304.47,0.03934639544307993
2023-06-22,501.9,15.5,-0.7,0.1,0.0,0.0,-29.6,11.9,4850,302,4304.47,0.09226879689742241
2023-06-22,289.3,16.4,-0.5,-0.1,0.0,0.0,-20.5,15.0,4500,302,4304.47,0.01736748872430475
2023-06-22,540.3,15.5,-0.7,0.1,0.0,0.0,-30.7,12.1,4900,302,4304.47,0.10252529706461158
2023-06-23,359.8,16.0,-0.6,-0.1,0.0,0.0,-23.8,15.9,4600,301,4271.61,0.047099196769504505
2023-06-23,591.5,16.1,-0.8,0.1,0.0,0.0,-31.5,12.2,4925,301,4271.61,0.11536716789850744
2023-06-23,530.9,15.9,-0.7,0.1,0.0,0.0,-29.9,11.9,4850,301,4271.61,0.10002159822384706
2023-06-23,422.0,15.7,-0.7,-0.0,0.0,1.0,-26.4,14.2,4700,301,4271.61,0.0686054019904681
2023-06-23,570.9,16.0,-0.7,0.1,0.0,0.0,-31.0,12.1,4900,301,4271.61,0.11027809839103615
2023-06-23,389.8,15.8,-0.6,-0.0,0.0,0.0,-25.1,13.9,4650,301,4271.61,0.057910112873720145
2023-06-23,492.7,15.8,-0.7,-0.0,0.0,0.0,-28.8,14.8,4800,301,4271.61,0.08965881118830046
2023-06-23,332.0,16.1,-0.6,-0.1,0.0,0.0,-22.5,15.5,4550,301,4271.61,0.03617012623731444
2023-06-23,655.3,16.5,-0.8,0.1,0.0,0.0,-32.8,12.4,5000,301,4271.61,0.1304808057085556
2023-06-23,456.3,15.7,-0.7,-0.0,0.0,0.0,-27.6,14.5,4750,301,4271.61,0.07918751132100506
2023-06-23,306.1,16.3,-0.5,-0.1,0.0,0.0,-21.2,15.1,4500,301,4271.61,0.025120290050729466
2023-06-26,580.1,15.6,-0.8,0.1,0.0,0.0,-31.3,12.2,4925,298,4280.57,0.11354056208102334
2023-06-26,326.1,16.0,-0.6,-0.1,0.0,0.0,-22.1,15.4,4550,298,4280.57,0.034343520419830256
2023-06-26,643.1,16.0,-0.8,0.1,0.0,0.0,-32.7,12.5,5000,298,4280.57,0.12865419989107157
2023-06-26,447.4,15.4,-0.7,-0.0,0.0,0.0,-27.3,14.5,4750,298,4280.57,0.07736090550352102
2023-06-26,353.2,15.8,-0.6,-0.1,0.0,0.0,-23.5,15.8,4600,298,4280.57,0.045272590952020575
2023-06-26,300.9,16.3,-0.5,-0.1,0.0,0.0,-20.8,15.0,4500,298,4280.57,0.023293684233245234
2023-06-26,520.5,15.5,-0.7,0.1,0.0,0.0,-29.7,11.9,4850,298,4280.57,0.0981949924063629
2023-06-26,382.4,15.7,-0.6,-0.0,0.0,0.0,-24.8,13.8,4650,298,4280.57,0.056083507056236034
2023-06-26,413.8,15.5,-0.7,-0.0,0.0,1.0,-26.1,14.2,4700,298,4280.57,0.06677879617298405
2023-06-26,483.0,15.5,-0.7,-0.0,0.0,0.0,-28.6,14.8,4800,298,4280.57,0.08783220537081647
2023-06-26,559.9,15.5,-0.8,0.1,0.0,0.0,-30.8,12.1,4900,298,4280.57,0.10845149257355205
2023-06-27,499.3,15.3,-0.7,0.1,0.0,0.0,-29.3,11.9,4850,297,4305.26,0.0925332287982531
2023-06-27,338.3,15.8,-0.6,-0.1,0.0,0.0,-22.8,15.7,4600,297,4305.26,0.03961082734391067
2023-06-27,557.3,15.3,-0.8,0.1,0.0,0.0,-30.9,12.3,4925,297,4305.26,0.10787879847291347
2023-06-27,462.9,15.3,-0.7,-0.0,0.0,0.0,-28.1,14.7,4800,297,4305.26,0.08217044176270645
2023-06-27,618.9,15.6,-0.8,0.1,0.0,0.0,-32.4,12.5,5000,297,4305.26,0.12299243628296164
2023-06-27,428.6,15.2,-0.7,-0.0,0.0,0.0,-26.8,14.4,4750,297,4305.26,0.07169914189541118
2023-06-27,396.3,15.4,-0.6,-0.0,0.0,1.0,-25.5,14.1,4700,297,4305.26,0.06111703256487418
2023-06-27,312.4,16.0,-0.5,-0.1,0.0,0.0,-21.5,15.3,4550,297,4305.26,0.028681756811720333
2023-06-27,537.5,15.2,-0.7,0.1,0.0,0.0,-30.4,12.1,4900,297,4305.26,0.10278972896544225
2023-06-27,288.2,16.3,-0.5,-0.1,0.0,0.0,-20.2,14.9,4500,297,4305.26,0.01763192062513529
2023-06-27,366.3,15.7,-0.6,-0.1,0.0,0.0,-24.2,16.1,4650,297,4305.26,0.05042174344812615
2023-06-28,395.4,14.8,-0.7,-0.0,0.0,0.0,-26.0,14.4,4750,296,4344.75,0.06265804221946006
2023-06-28,309.5,15.3,-0.6,-0.1,0.0,0.0,-21.9,15.6,4600,296,4344.75,0.030569727667959644
2023-06-28,500.8,14.7,-0.7,0.1,0.0,0.0,-29.8,12.2,4900,296,4344.75,0.09374862928949124
2023-06-28,520.2,14.7,-0.7,0.1,0.0,0.0,-30.4,12.3,4925,296,4344.75,0.09883769879696237
2023-06-28,463.6,14.8,-0.7,0.1,0.0,0.0,-28.6,15.1,4850,296,4344.75,0.08349212912230204
2023-06-28,580.7,14.9,-0.8,0.1,0.0,0.0,-32.0,12.6,5000,296,4344.75,0.11395133660701069
2023-06-28,284.9,15.6,-0.5,-0.1,0.0,0.0,-20.6,15.2,4550,296,4344.75,0.01964065713576927
2023-06-28,336.0,15.2,-0.6,-0.1,0.0,0.0,-23.3,16.0,4650,296,4344.75,0.041380643772175166
2023-06-28,262.0,16.0,-0.5,-0.2,0.0,0.0,-19.3,16.0,4500,296,4344.75,0.008590820949184407
2023-06-28,364.6,15.0,-0.6,-0.0,0.0,1.0,-24.7,14.0,4700,296,4344.75,0.052075932888923225
2023-06-28,428.4,14.7,-0.7,-0.0,0.0,0.0,-27.3,14.7,4800,296,4344.75,0.07312934208675556
2023-06-29,331.7,15.2,-0.6,-0.1,0.0,0.0,-23.0,15.9,4650,295,4354.69,0.03918502725390362
2023-06-29,360.4,15.1,-0.6,-0.0,0.0,1.0,-24.4,13.9,4700,295,4354.69,0.049880316370651434
2023-06-29,458.7,14.8,-0.7,-0.0,0.0,0.0,-28.3,15.0,4850,295,4354.69,0.08129651260403035
2023-06-29,514.6,14.7,-0.7,0.1,0.0,0.0,-30.1,12.2,4925,295,4354.69,0.09664208227869084
2023-06-29,423.9,14.8,-0.7,-0.0,0.0,0.0,-27.1,14.6,4800,295,4354.69,0.07093372556848392
2023-06-29,574.5,14.9,-0.8,0.1,0.0,0.0,-31.8,12.6,5000,295,4354.69,0.11175572008873891
2023-06-29,279.9,15.6,-0.5,-0.1,0.0,0.0,-20.3,15.1,4550,295,4354.69,0.017445040617497583
2023-06-29,256.7,15.9,-0.5,-0.2,0.0,0.0,-19.0,16.0,4500,295,4354.69,0.0063952044309127576
2023-06-29,391.1,14.9,-0.6,-0.0,0.0,0.0,-25.7,14.3,4750,295,4354.69,0.06046242570118844
2023-06-29,495.5,14.8,-0.7,0.1,0.0,0.0,-29.5,12.1,4900,295,4354.69,0.09155301277121952
2023-06-29,304.9,15.4,-0.5,-0.1,0.0,0.0,-21.7,15.5,4600,295,4354.69,0.028374111149687922
2023-06-30,533.3,14.3,-0.8,0.1,0.0,0.0,-31.2,12.6,5000,294,4399.09,0.10170103299934084
2023-06-30,387.8,14.3,-0.7,-0.0,0.0,0.0,-26.2,14.6,4800,294,4399.09,0.060879038479085636
2023-06-30,327.1,14.6,-0.6,-0.1,0.0,1.0,-23.4,16.2,4700,294,4399.09,0.03982562928125336
2023-06-30,299.9,14.7,-0.6,-0.1,0.0,0.0,-22.0,15.8,4650,294,4399.09,0.029130340164505438
2023-06-30,421.3,14.3,-0.7,0.0,0.0,0.0,-27.5,14.9,4850,294,4399.09,0.07124182551463219
2023-06-30,356.4,14.5,-0.6,-0.0,0.0,0.0,-24.8,14.2,4750,294,4399.09,0.050407738611790265
2023-06-30,274.9,15.0,-0.5,-0.1,0.0,0.0,-20.6,15.3,4600,294,4399.09,0.01831942406028963
2023-06-30,475.1,14.3,-0.7,0.1,0.0,0.0,-29.4,12.2,4925,294,4399.09,0.08658739518929262
2023-06-30,252.0,15.3,-0.5,-0.2,0.0,0.0,-19.2,16.2,4550,294,4399.09,0.007390353528099392
2023-06-30,231.0,15.5,-0.5,-0.2,0.0,0.0,-17.9,15.8,4500,294,4399.09,-0.003659482658485548
2023-06-30,456.7,14.3,-0.7,0.1,0.0,0.0,-28.8,12.0,4900,294,4399.09,0.08149832568182125
2023-07-03,421.3,14.2,-0.7,0.0,0.0,0.0,-27.3,14.9,4850,291,4398.15,0.0717242960275232
2023-07-03,274.0,14.9,-0.5,-0.1,0.0,0.0,-20.5,15.3,4600,291,4398.15,0.018801894573180714
2023-07-03,475.4,14.2,-0.7,0.1,0.0,0.0,-29.2,12.2,4925,291,4398.15,0.08706986570218359
2023-07-03,534.0,14.3,-0.8,0.1,0.0,0.0,-30.9,12.6,5000,291,4398.15,0.10218350351223177
2023-07-03,456.9,14.2,-0.7,0.1,0.0,0.0,-28.6,12.0,4900,291,4398.15,0.08198079619471237
2023-07-03,251.0,15.3,-0.5,-0.2,0.0,0.0,-19.1,16.1,4550,291,4398.15,0.007872824040990364
2023-07-03,387.6,14.2,-0.7,-0.0,0.0,0.0,-26.0,14.5,4800,291,4398.15,0.06136150899197653
2023-07-03,356.0,14.4,-0.6,-0.0,0.0,0.0,-24.6,14.1,4750,291,4398.15,0.050890209124681264
2023-07-03,326.5,14.6,-0.6,-0.1,0.0,1.0,-23.2,16.1,4700,291,4398.15,0.04030809979414424
2023-07-03,230.0,15.5,-0.5,-0.2,0.0,0.0,-17.8,15.7,4500,291,4398.15,-0.003177012145594582
2023-07-03,299.2,14.7,-0.6,-0.1,0.0,0.0,-21.8,15.7,4650,291,4398.15,0.029612810677396205
2023-07-04,395.1,14.4,-0.7,-0.0,0.0,0.0,-26.1,14.5,4800,290,4390.99,0.06308038180461144
2023-07-04,363.1,14.5,-0.6,-0.0,0.0,0.0,-24.7,14.1,4750,290,4390.99,0.05260908193731609
2023-07-04,465.2,14.4,-0.7,0.1,0.0,0.0,-28.6,11.9,4900,290,4390.99,0.08369966900734703
2023-07-04,234.6,15.5,-0.5,-0.2,0.0,0.0,-18.0,15.7,4500,290,4390.99,-0.001458139332959756
2023-07-04,279.5,15.0,-0.5,-0.1,0.0,0.0,-20.6,15.3,4600,290,4390.99,0.020520767385815496
2023-07-04,333.1,14.7,-0.6,-0.1,0.0,1.0,-23.4,16.1,4700,290,4390.99,0.042026972606778984
2023-07-04,256.0,15.4,-0.5,-0.2,0.0,0.0,-19.3,16.1,4550,290,4390.99,0.009591696853625278
2023-07-04,429.2,14.4,-0.7,0.0,0.0,0.0,-27.4,14.8,4850,290,4390.99,0.07344316884015797
2023-07-04,484.0,14.4,-0.7,0.1,0.0,0.0,-29.2,12.1,4925,290,4390.99,0.08878873851481829
2023-07-04,543.2,14.5,-0.8,0.1,0.0,0.0,-30.9,12.5,5000,290,4390.99,0.1039023763248666
2023-07-04,305.2,14.8,-0.6,-0.1,0.0,0.0,-22.0,15.7,4650,290,4390.99,0.03133168349003108
2023-07-05,258.1,15.9,-0.5,-0.2,0.0,0.0,-18.8,15.8,4500,289,4350.71,0.007847113726836814
2023-07-05,428.7,14.9,-0.7,-0.0,0.0,0.0,-26.7,14.5,4800,289,4350.71,0.07238563486440795
2023-07-05,521.4,14.9,-0.7,0.1,0.0,0.0,-29.7,12.0,4925,289,4350.71,0.09809399157461489
2023-07-05,334.1,15.2,-0.6,-0.1,0.0,0.0,-22.8,15.8,4650,289,4350.71,0.040636936549827564
2023-07-05,501.9,14.9,-0.7,0.1,0.0,0.0,-29.1,11.9,4900,289,4350.71,0.0930049220671437
2023-07-05,363.6,15.1,-0.6,-0.0,0.0,1.0,-24.1,13.8,4700,289,4350.71,0.051332225666575554
2023-07-05,306.6,15.3,-0.6,-0.1,0.0,0.0,-21.4,15.4,4600,289,4350.71,0.02982602044561212
2023-07-05,582.4,15.2,-0.8,0.1,0.0,0.0,-31.2,12.4,5000,289,4350.71,0.113207629384663
2023-07-05,395.2,14.9,-0.7,-0.0,0.0,0.0,-25.4,14.1,4750,289,4350.71,0.061914334997112526
2023-07-05,464.3,15.0,-0.7,-0.0,0.0,0.0,-27.9,14.8,4850,289,4350.71,0.08274842189995457
2023-07-05,281.3,15.6,-0.5,-0.1,0.0,0.0,-20.1,15.0,4550,289,4350.71,0.01889694991342182
2023-07-06,355.1,15.8,-0.6,-0.1,0.0,0.0,-22.9,15.4,4550,288,4223.09,0.04875850153892639
2023-07-06,418.8,15.5,-0.7,-0.0,0.0,0.0,-25.4,13.8,4650,288,4223.09,0.07049848817533225
2023-07-06,529.2,15.6,-0.7,0.1,0.0,0.0,-28.8,11.6,4800,288,4223.09,0.1022471864899126
2023-07-06,633.2,16.2,-0.8,0.1,0.0,0.0,-31.2,12.0,4925,288,4223.09,0.12795554320011956
2023-07-06,453.6,15.5,-0.7,-0.0,0.0,1.0,-26.6,14.1,4700,288,4223.09,0.08119377729208029
2023-07-06,699.1,16.7,-0.8,0.2,0.0,0.0,-32.4,8.8,5000,288,4223.09,0.14306918101016766
2023-07-06,386.0,15.6,-0.6,-0.0,0.0,0.0,-24.1,13.5,4600,288,4223.09,0.059687572071116746
2023-07-06,490.4,15.6,-0.7,0.1,0.0,0.0,-27.8,11.3,4750,288,4223.09,0.0917758866226173
2023-07-06,326.3,15.9,-0.6,-0.1,0.0,0.0,-21.6,15.1,4500,288,4223.09,0.03770866535234154
2023-07-06,569.7,15.8,-0.8,0.1,0.0,0.0,-29.8,11.8,4850,288,4223.09,0.11260997352545926
2023-07-06,611.7,16.1,-0.8,0.1,0.0,0.0,-30.8,12.0,4900,288,4223.09,0.12286647369264823
2023-07-07,407.9,15.4,-0.7,-0.0,0.0,0.0,-25.0,13.8,4650,287,4236.6,0.06739410403652513
2023-07-07,596.5,15.7,-0.8,0.1,0.0,0.0,-30.6,12.0,4900,287,4236.6,0.11976208955384125
2023-07-07,617.6,15.9,-0.8,0.1,0.0,0.0,-31.1,12.1,4925,287,4236.6,0.12485115906131247
2023-07-07,346.1,15.8,-0.6,-0.1,0.0,0.0,-22.5,15.4,4550,287,4236.6,0.0456541174001193
2023-07-07,515.7,15.4,-0.7,0.1,0.0,0.0,-28.6,11.6,4800,287,4236.6,0.09914280235110544
2023-07-07,441.8,15.4,-0.7,-0.0,0.0,1.0,-26.3,14.1,4700,287,4236.6,0.07808939315327316
2023-07-07,376.0,15.6,-0.6,-0.0,0.0,0.0,-23.8,13.4,4600,287,4236.6,0.05658318793230964
